n,time,FLOPs
463,2.39735e+08,4.9735e+09
464,3.27879e+08,3.66007e+09
465,2.41505e+08,5.00127e+09
466,2.41749e+08,5.02852e+09
467,2.42054e+08,5.05457e+09
468,2.47051e+08,4.9842e+09
469,2.45897e+08,5.03976e+09
470,2.44614e+08,5.09866e+09
471,2.51692e+08,4.98695e+09
472,2.69307e+08,4.6905e+09
473,2.5117e+08,5.06122e+09
474,2.53593e+08,5.04473e+09
475,2.57486e+08,4.99995e+09
476,2.626e+08,4.9336e+09
477,2.58141e+08,5.05049e+09
478,2.58044e+08,5.08422e+09
479,2.6608e+08,4.96169e+09
480,3.90343e+08,3.40338e+09
481,2.6683e+08,5.00995e+09
482,2.64798e+08,5.07993e+09
483,2.69115e+08,5.02961e+09
484,2.76613e+08,4.92372e+09
485,2.75841e+08,4.96816e+09
486,2.71103e+08,5.0863e+09
487,2.76121e+08,5.02475e+09
488,3.06424e+08,4.55577e+09
489,2.83343e+08,4.95722e+09
490,2.78072e+08,5.08223e+09
491,2.93755e+08,4.84042e+09
492,3.05399e+08,4.68436e+09
493,3.04261e+08,4.73059e+09
494,2.92062e+08,4.95823e+09
495,2.93397e+08,4.96569e+09
496,4.21339e+08,3.47882e+09
497,2.97271e+08,4.96061e+09
498,2.96886e+08,4.99708e+09
499,3.0949e+08,4.82248e+09
500,3.08558e+08,4.86619e+09
501,3.11024e+08,4.85661e+09
502,3.01833e+08,5.03452e+09
503,3.07275e+08,4.97495e+09
504,3.38399e+08,4.54438e+09
505,3.13339e+08,4.93709e+09
506,3.13798e+08,4.95919e+09
507,3.16123e+08,4.95195e+09
508,3.31675e+08,4.74773e+09
509,3.18224e+08,4.9777e+09
510,3.16729e+08,5.03071e+09
511,3.20363e+08,5.00296e+09
512,1.39548e+09,1.15529e+09
